Strategy,Participant Id,NLL,mai_acc,mp_acc,pai_acc,Session,Tested w/ XAI,XAIType,sensitivity,k,retrieval_threshold,appId,scaling_factor,explanation_type
Attribution Sum,67363452674f3db8059e7888,0.6304772137569175,0.7222222222222222,0.6666666666666666,0.5,1,w/o XAI,attribution,,3,-3.366976504575521,wine_quality,0.9403274048399803,attribution
Attribution Sum,5f8cbc5c355ea745e6cef2ca,0.657238228734018,0.6666666666666666,0.7222222222222222,0.5,1,w/o XAI,attribution,,2,-3.3143294931330374,forest_cover,0.1,attribution
Attribution Sum,67868817cb0a68aa79ff3432,0.3285307494835309,0.7777777777777778,0.8333333333333334,0.7222222222222222,1,w/o XAI,attribution,,2,-3.620751202620858,forest_cover,2.516258958455541,attribution
Attribution Sum,660b2346862ff2a3da9cfe3e,0.43188490198776025,0.7777777777777778,0.7777777777777778,0.6666666666666666,1,w/o XAI,importance,,3,-2.6283472142033046,forest_cover,1.1041288461649568,importance
Attribution Sum,615d7e681c930db4365ca2d0,0.472258998874105,0.6666666666666666,0.7777777777777778,0.5555555555555556,1,w/o XAI,attribution,,2,-3.6730710781636975,forest_cover,0.9188527604094284,attribution
Attribution Sum,6647847aebad277cab0e44a9,0.5590847822306996,0.6111111111111112,0.3888888888888889,0.5555555555555556,1,w/o XAI,importance,,4,-2.3619593431347656,wine_quality,2.6830600162282714,importance
Attribution Sum,57e4d48d6c447e000116b22a,0.23577643261156053,0.7777777777777778,0.8888888888888888,0.7777777777777778,1,w/o XAI,attribution,,4,-2.7996856186755736,forest_cover,2.207068626786466,attribution
Attribution Sum,67cb5baef51d73572cb490ae,0.6931471803599453,0.5,0.6111111111111112,0.5555555555555556,1,w/o XAI,attribution,,2,-1.668171585614299,forest_cover,3.555117173517168,attribution
Attribution Sum,65cb7c1cdf8ff14e2355c5e6,0.6642078455307594,0.6111111111111112,0.4444444444444444,0.5,1,w/o XAI,attribution,,3,-2.520962835642737,wine_quality,0.3342480319761252,attribution
Attribution Sum,67ebf19f98ff3e509e425e58,0.43362843669528156,1.0,0.8888888888888888,0.8888888888888888,1,w/o XAI,importance,,3,-3.9346734653008975,wine_quality,1.1879412016252027,importance
Attribution Sum,662d7fba32d6a738b194d893,0.46218876250448315,0.4444444444444444,0.6111111111111112,0.6111111111111112,1,w/o XAI,attribution,,3,-1.720183623563046,wine_quality,6.876417321342645,attribution
Attribution Sum,67ccbcc0a659ba65853fbd72,0.4339645190287824,0.5555555555555556,0.7777777777777778,0.5555555555555556,1,w/o XAI,attribution,,2,-2.4340292721122685,wine_quality,1.948348081706028,attribution
Attribution Sum,676a24c4766af0941f2060db,0.5785935336923917,0.8333333333333334,0.7777777777777778,0.7222222222222222,1,w/o XAI,importance,,2,-3.3570726753728257,wine_quality,0.7349610303019408,importance
Attribution Sum,5b3e322998a45e0001edd87a,0.5724012571397197,0.9444444444444444,0.6666666666666666,0.7222222222222222,1,w/o XAI,attribution,,5,-4.0,wine_quality,1.3630259312157469,attribution
Attribution Sum,66d0a375c1c8aa9cac493997,0.6546478781870516,0.4444444444444444,0.2777777777777778,0.6111111111111112,1,w/o XAI,importance,,2,-2.3004380640988638,wine_quality,7.639960832574328,importance
Attribution Sum,67cf4b70e6b8ec5652552042,0.5010971928102638,0.5,0.5555555555555556,0.3888888888888889,1,w/o XAI,importance,,2,-1.6495436251860722,wine_quality,4.529552475375289,importance
Attribution Sum,67ebcd26fcd7c2ee469b8533,0.1499125499009491,1.0,0.9444444444444444,0.9444444444444444,1,w/o XAI,importance,,3,-3.367856972503632,wine_quality,3.2598215320910455,importance
Attribution Sum,61705235c277934df17055e6,0.485469718245376,0.7777777777777778,0.7222222222222222,0.8333333333333334,1,w/o XAI,importance,,3,-2.6804210312874637,forest_cover,1.0097310471285084,importance
Attribution Sum,67746ee55ca6064173cd144c,0.5153379029217444,0.8333333333333334,0.7777777777777778,0.8333333333333334,1,w/o XAI,attribution,,3,-3.0204764707487266,wine_quality,1.9338846779327048,attribution
Attribution Sum,65ccca52871269168cc029b5,0.49505729530321535,0.6666666666666666,0.7777777777777778,0.4444444444444444,1,w/o XAI,attribution,,2,-3.455069597876807,forest_cover,0.9517693837262245,attribution
Attribution Sum,67d4aa994ac97e137cc0aeea,0.1461815937593832,0.7222222222222222,0.9444444444444444,0.6666666666666666,1,w/o XAI,attribution,,2,-3.782414927137464,forest_cover,7.400590124195644,attribution
Attribution Sum,677d8ca02a50ccdc47145568,0.5391150304184283,0.6111111111111112,0.7222222222222222,0.6666666666666666,1,w/o XAI,importance,,2,-1.5781975737267313,forest_cover,8.0,importance
Attribution Sum,66ea6bd034571ff4a00f2171,0.6942843732170507,0.7777777777777778,0.4444444444444444,0.6666666666666666,1,w/o XAI,importance,,2,-4.0,forest_cover,0.1,importance
Attribution Sum,660982bb12941e7442c18325,0.19046247704137867,0.6666666666666666,0.8888888888888888,0.6666666666666666,1,w/o XAI,importance,,3,-3.605912852931493,forest_cover,2.251308457350644,importance
Attribution Sum,67b54ac2282e5470c29b37d0,0.44691216183184707,0.6666666666666666,0.7222222222222222,0.5,1,w/o XAI,attribution,,2,-4.0,forest_cover,1.663507991282275,attribution
Attribution Sum,67f224dfcaaa213111714560,0.42359213028888987,0.6111111111111112,0.7222222222222222,0.5555555555555556,1,w/o XAI,attribution,,5,-1.8127839638714534,forest_cover,7.447336778435679,attribution
Attribution Sum,67e319a39b381704d5521583,0.6931471803599453,0.5,0.3333333333333333,0.3888888888888889,1,w/o XAI,importance,,5,-1.9207667769342525,forest_cover,0.39886072101085135,importance
Attribution Sum,680bf9db627b9fac31d2efdc,0.47288432060438634,0.7777777777777778,0.7222222222222222,0.7222222222222222,1,w/o XAI,attribution,,4,-3.1945401468825474,forest_cover,1.4130066483662655,attribution
Attribution Sum,67e6e99634be5e57bbd2553f,0.24200615663191094,0.6666666666666666,0.8888888888888888,0.7777777777777778,1,w/o XAI,importance,,5,-3.73660035438676,forest_cover,1.8320959700858968,importance
Attribution Sum,680d155019b77b986ff85126,0.678417389690276,0.6666666666666666,0.5555555555555556,0.7777777777777778,1,w/o XAI,attribution,,5,-3.415902228923159,forest_cover,0.1,attribution
Attribution Sum,5dd3699ee73e6136c640f1cf,0.6669706622295468,0.6666666666666666,0.6666666666666666,0.4444444444444444,1,w/o XAI,attribution,,5,-3.9373672550849395,forest_cover,0.3019222341025245,attribution
Attribution Sum,67acc5ed78e59babe2c5c670,0.6494582077265284,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,w/o XAI,attribution,,2,-3.3382507587777144,forest_cover,0.5441852891855847,attribution
Attribution Sum,67f1a4f8dd44e7cd5adffa29,0.366618048863648,0.7222222222222222,0.7222222222222222,0.6666666666666666,1,w/o XAI,attribution,,2,-3.867436726654023,forest_cover,1.9579240177681072,attribution
Attribution Sum,5d849ee0a954540019f513dd,0.6047054645076856,0.6666666666666666,0.7222222222222222,0.3888888888888889,1,w/o XAI,attribution,,2,-3.769400545297337,forest_cover,0.7059344275282818,attribution
Attribution Sum,67f25123da45cde78b9b45bc,0.6812951257549505,0.6666666666666666,0.6111111111111112,0.2777777777777778,1,w/o XAI,attribution,,2,-3.9661246794872684,forest_cover,0.32127249037025096,attribution
Attribution Sum,67aad067b49c4688a6459b1b,0.6805280520851842,0.5,0.6111111111111112,0.3333333333333333,1,w/o XAI,attribution,,5,-2.4327725932345468,forest_cover,0.1,attribution
Attribution Sum,664cd1c6545aa0f362493dd9,0.6931471803599453,0.5,0.5555555555555556,0.6111111111111112,1,w/o XAI,importance,,5,-2.0006357861014896,forest_cover,5.1321412310558925,importance
Attribution Sum,67dbcd7722043bf1d1671b92,0.5935429149681761,0.7222222222222222,0.6666666666666666,0.7222222222222222,1,w/o XAI,attribution,,5,-4.0,forest_cover,0.5675756313404453,attribution
Attribution Sum,67d3a5a498212eae9b9ce364,0.5046751469836355,0.3333333333333333,0.6111111111111112,0.3888888888888889,1,w/o XAI,importance,,2,-1.6821949702972674,forest_cover,3.701303403831055,importance
Attribution Sum,666149cb6a138209b157427b,0.18932516725083756,0.6666666666666666,0.9444444444444444,0.7222222222222222,1,w/o XAI,importance,,2,-3.485544252621896,forest_cover,2.6988322333197132,importance
Attribution Sum,678e64901f5365053e8b33dc,0.4213996844957002,0.7222222222222222,0.7777777777777778,0.7222222222222222,1,w/o XAI,attribution,,2,-3.8816184223217425,forest_cover,2.0334838025181368,attribution
